date,temp c,ph,do (mg/l),do (%)
05/28/2015,24.64,7.85,8.76,105.69
05/28/2015,24.61,7.81,8.61,103.87
05/28/2015,24.59,7.82,8.64,104.26
05/28/2015,24.58,7.77,8.47,102.15
05/28/2015,24.55,7.79,8.52,102.71
05/28/2015,24.54,7.8,8.57,103.27
05/29/2015,24.5,7.81,8.6,103.54
05/29/2015,24.49,7.8,8.58,103.23
05/29/2015,24.44,7.8,8.59,103.36
05/29/2015,24.62,7.9,8.92,107.66
05/29/2015,24.62,7.89,8.89,107.28
05/29/2015,24.59,7.89,8.88,107.05
05/29/2015,24.6,7.88,8.83,106.56
05/29/2015,24.6,7.87,8.82,106.35
05/29/2015,24.57,7.85,8.76,105.66
05/29/2015,24.57,7.85,8.78,105.83
05/29/2015,24.56,7.82,8.7,104.8
05/29/2015,24.53,7.82,8.67,104.47
05/29/2015,24.49,7.81,8.63,103.91
05/29/2015,24.47,7.79,8.54,102.83
05/29/2015,24.44,7.72,8.34,100.32
05/29/2015,24.42,7.73,8.35,100.34
05/29/2015,24.39,7.74,8.38,100.7
05/29/2015,24.37,7.72,8.33,100
05/29/2015,24.34,7.72,8.31,99.8
05/29/2015,24.34,7.72,8.28,99.36
05/29/2015,24.31,7.72,8.31,99.69
05/29/2015,24.33,7.75,8.43,101.13
05/29/2015,24.31,7.74,8.38,100.54
05/29/2015,24.27,7.74,8.38,100.51
05/29/2015,24.28,7.7,8.25,98.96
05/29/2015,24.27,7.78,8.52,102.11
05/29/2015,24.28,7.78,8.51,102.09
05/29/2015,24.29,7.8,8.58,102.86
05/29/2015,24.32,7.84,8.7,104.42
05/29/2015,24.44,7.95,8.98,108.03
05/29/2015,24.67,8.11,9.35,112.93
05/29/2015,24.64,8.1,9.35,112.89
05/29/2015,24.62,8.09,9.34,112.71
05/29/2015,24.73,8.15,9.47,114.51
05/29/2015,24.8,8.21,9.55,115.67
05/29/2015,24.82,8.24,9.61,116.35
05/29/2015,24.71,8.14,9.32,112.62
05/29/2015,24.7,8.23,9.61,116.12
05/29/2015,24.68,8.23,9.62,116.25
05/29/2015,24.7,8.25,9.66,116.74
05/29/2015,24.7,8.24,9.66,116.77
05/29/2015,24.75,8.25,9.67,116.91
05/29/2015,24.69,8.06,9.26,111.86
05/29/2015,24.79,8.03,9.11,110.33
05/29/2015,24.83,8.22,9.55,115.72
05/29/2015,24.92,8.41,9.96,120.8
05/29/2015,25.01,8.16,9.44,114.68
05/29/2015,25.16,8.23,9.56,116.48
05/29/2015,25.09,8.22,9.48,115.37
05/29/2015,25.21,8.33,9.73,118.74
05/29/2015,25.37,8.24,9.59,117.32
05/29/2015,25.23,8.17,9.45,115.31
05/29/2015,25.23,8.19,9.5,115.99
05/29/2015,24.92,8.14,9.44,114.52
05/29/2015,24.97,8.32,9.83,119.37
05/29/2015,25.06,8.42,10.03,122.03
05/29/2015,25.3,8.25,9.6,117.29
05/29/2015,25.34,8.25,9.48,115.98
05/29/2015,25.42,8.24,9.47,116.01
05/29/2015,25.2,8.26,9.65,117.77
05/29/2015,25.28,8.27,9.6,117.32
05/29/2015,25.31,8.31,9.69,118.37
05/29/2015,25.41,8.47,10.03,122.8
05/29/2015,24.92,8.34,9.82,119.18
05/29/2015,24.9,8.29,9.75,118.3
05/29/2015,25.54,8.46,9.91,121.61
05/29/2015,25.09,8.11,9.3,113.26
05/29/2015,24.79,8.16,9.61,116.4
05/29/2015,24.89,8.08,9.29,112.63
05/29/2015,25.05,8.15,9.31,113.25
05/29/2015,24.94,8.04,9.16,111.23
05/29/2015,24.77,8.1,9.43,114.11
05/29/2015,24.94,8.15,9.47,114.97
05/29/2015,24.58,7.99,9.23,111.35
05/29/2015,24.66,8.07,9.31,112.4
05/29/2015,24.7,8.08,9.32,112.65
05/29/2015,24.46,7.96,9.21,110.85
05/29/2015,24.35,7.91,9.19,110.38
05/29/2015,24.24,7.85,9.05,108.4
05/29/2015,24.17,7.84,9.01,107.84
05/29/2015,24.19,7.84,9.02,107.93
05/29/2015,24.17,7.94,9.14,109.43
05/29/2015,24.15,7.88,9,107.7
05/29/2015,24.18,7.84,8.76,104.85
05/29/2015,24.16,7.83,8.75,104.66
05/29/2015,24.14,7.74,8.43,100.85
05/29/2015,24.14,7.86,8.94,106.95
05/29/2015,24.16,7.88,9.01,107.85
05/29/2015,24.14,7.84,8.91,106.53
05/29/2015,24.11,7.81,8.88,106.13
05/29/2015,24.15,7.88,8.95,107.1
05/29/2015,24.15,7.91,9.02,107.87
05/29/2015,24.15,7.86,8.88,106.29
05/29/2015,24.13,7.83,8.8,105.24
05/30/2015,24.1,7.81,8.73,104.39
05/30/2015,24.06,7.77,8.62,102.91
05/30/2015,24.04,7.74,8.52,101.72
05/30/2015,24.03,7.76,8.59,102.58
05/30/2015,24.01,7.76,8.61,102.79
05/30/2015,23.99,7.74,8.51,101.56
05/30/2015,24,7.76,8.6,102.58
05/30/2015,23.99,7.75,8.55,102.02
05/30/2015,23.97,7.73,8.5,101.41
05/30/2015,23.96,7.72,8.49,101.22
05/30/2015,23.96,7.69,8.37,99.77
05/30/2015,23.99,7.65,8.19,97.75
05/30/2015,24,7.62,8.09,96.46
05/30/2015,24,7.61,8.06,96.11
05/30/2015,24,7.61,8.04,95.87
05/30/2015,23.96,7.61,8.05,95.96
05/30/2015,23.95,7.61,8.05,95.98
05/30/2015,23.98,7.62,8.05,96
05/30/2015,23.98,7.61,8.02,95.63
05/30/2015,23.97,7.59,7.96,94.89
05/30/2015,23.97,7.59,7.94,94.61
05/30/2015,23.97,7.58,7.91,94.34
05/30/2015,23.96,7.56,7.81,93.13
05/30/2015,23.94,7.55,7.77,92.6
05/30/2015,23.91,7.57,7.86,93.6
05/30/2015,23.89,7.57,7.86,93.58
05/30/2015,23.87,7.56,7.82,93.06
05/30/2015,23.93,7.62,8.06,96.01
05/30/2015,23.96,7.62,8.08,96.37
05/30/2015,24.01,7.63,8.13,96.96
05/30/2015,24.04,7.64,8.15,97.33
05/30/2015,24.1,7.65,8.18,97.83
05/30/2015,24.16,7.66,8.23,98.5
05/30/2015,24.26,7.67,8.27,99.12
05/30/2015,24.36,7.68,8.27,99.38
05/30/2015,24.38,7.69,8.32,100
05/30/2015,24.46,7.7,8.36,100.61
05/30/2015,24.53,7.71,8.38,101.01
05/30/2015,24.5,7.71,8.43,101.49
05/30/2015,24.55,7.69,8.32,100.26
05/30/2015,24.61,7.72,8.46,102.07
05/29/2015,24.53,7.83,8.7,104.82
05/29/2015,24.51,7.82,8.66,104.29
05/30/2015,24.75,7.76,8.53,103.16
05/30/2015,24.78,7.77,8.6,104.07
05/30/2015,24.77,7.76,8.56,103.53
05/30/2015,24.89,7.79,8.64,104.8
05/30/2015,24.96,7.78,8.63,104.75
05/30/2015,24.93,7.77,8.58,104.13
05/30/2015,24.97,7.77,8.57,104.05
05/30/2015,25.01,7.8,8.66,105.22
05/30/2015,25.23,7.86,8.85,108.05
05/30/2015,25.08,7.8,8.66,105.45
05/30/2015,25.14,7.82,8.73,106.36
05/30/2015,25.22,7.84,8.79,107.28
05/30/2015,25.22,7.85,8.83,107.79
05/30/2015,25.3,7.87,8.88,108.46
05/30/2015,25.44,7.9,8.93,109.41
05/30/2015,25.41,7.91,8.98,109.91
05/30/2015,25.33,7.88,8.91,108.97
05/30/2015,25.4,7.91,8.97,109.78
05/30/2015,25.35,7.89,8.96,109.58
05/30/2015,25.42,7.92,8.99,110.06
05/30/2015,25.49,7.94,9.03,110.74
05/30/2015,25.5,7.93,8.95,109.76
05/30/2015,25.46,7.86,8.82,108.12
05/30/2015,25.43,7.83,8.77,107.42
05/30/2015,25.44,7.85,8.82,108
05/30/2015,25.46,7.87,8.88,108.9
05/30/2015,25.43,7.87,8.85,108.44
05/30/2015,25.42,7.85,8.82,108
05/30/2015,25.4,7.8,8.65,105.94
05/30/2015,25.44,7.88,8.85,108.47
05/30/2015,25.38,7.83,8.74,107.03
05/30/2015,25.37,7.8,8.69,106.35
05/30/2015,25.35,7.82,8.7,106.48
05/30/2015,25.32,7.8,8.67,105.98
05/30/2015,25.3,7.79,8.64,105.61
05/30/2015,25.28,7.78,8.62,105.27
05/30/2015,25.23,7.78,8.59,104.83
05/30/2015,25.23,7.77,8.56,104.51
05/30/2015,25.23,7.77,8.57,104.64
05/30/2015,25.22,7.74,8.44,102.94
05/30/2015,25.17,7.75,8.51,103.78
05/30/2015,25.14,7.75,8.48,103.36
05/30/2015,25.09,7.74,8.45,102.92
05/30/2015,25.1,7.74,8.44,102.84
05/30/2015,25.1,7.73,8.42,102.56
05/30/2015,25.08,7.73,8.4,102.27
05/30/2015,25.11,7.72,8.38,102.06
05/30/2015,25.1,7.72,8.36,101.84
05/30/2015,25.08,7.71,8.34,101.5
05/30/2015,25.08,7.7,8.31,101.12
05/30/2015,25.08,7.7,8.27,100.74
05/30/2015,25.08,7.69,8.25,100.5
05/30/2015,25.02,7.69,8.24,100.21
05/30/2015,25.03,7.69,8.22,100.03
05/30/2015,25.04,7.68,8.19,99.63
05/31/2015,25.03,7.68,8.18,99.51
05/31/2015,25.03,7.68,8.18,99.47
05/31/2015,24.99,7.68,8.15,99.05
05/31/2015,25.04,7.67,8.14,99.05
05/31/2015,25.05,7.67,8.13,98.95
05/31/2015,25.02,7.66,8.09,98.45
05/31/2015,25.01,7.65,8.07,98.07
05/31/2015,24.99,7.65,8.05,97.86
05/31/2015,25,7.66,8.08,98.24
05/31/2015,25.04,7.66,8.06,98.05
05/31/2015,25.04,7.65,8.05,97.93
05/31/2015,25.02,7.65,8.03,97.69
05/31/2015,25.01,7.65,8.02,97.49
05/31/2015,25,7.65,8,97.26
05/31/2015,25,7.64,7.98,97
05/31/2015,24.97,7.64,7.98,96.95
05/31/2015,25,7.65,7.96,96.77
05/31/2015,25.04,7.64,7.93,96.54
05/31/2015,25.09,7.64,7.92,96.41
05/31/2015,25.12,7.63,7.91,96.33
05/31/2015,25.08,7.64,7.91,96.27
05/31/2015,25.2,7.63,7.89,96.31
05/31/2015,25.24,7.63,7.88,96.25
05/31/2015,25.2,7.63,7.88,96.21
05/31/2015,25.26,7.63,7.89,96.34
05/31/2015,25.24,7.63,7.89,96.37
05/31/2015,25.22,7.63,7.9,96.4
05/31/2015,25.22,7.64,7.91,96.62
05/31/2015,25.24,7.64,7.92,96.66
05/31/2015,25.24,7.64,7.92,96.72
05/31/2015,25.23,7.65,7.96,97.23
05/31/2015,25.25,7.64,7.92,96.73
05/31/2015,25.27,7.66,7.99,97.59
05/31/2015,25.26,7.66,8.01,97.89
05/31/2015,25.26,7.68,8.08,98.75
05/31/2015,25.22,7.69,8.11,98.96
05/31/2015,25.17,7.69,8.09,98.7
05/31/2015,25.24,7.72,8.21,100.21
05/31/2015,25.2,7.73,8.22,100.36
05/31/2015,25.15,7.75,8.25,100.62
05/31/2015,25.14,7.75,8.29,100.99
05/31/2015,25.12,7.75,8.3,101.08
05/31/2015,25.16,7.78,8.4,102.43
05/31/2015,25.14,7.78,8.4,102.34
05/31/2015,25.2,7.78,8.4,102.45
05/31/2015,25.2,7.79,8.4,102.51
05/31/2015,25.25,7.81,8.48,103.61
05/31/2015,25.3,7.82,8.5,103.92
05/31/2015,25.29,7.75,8.3,101.48
05/31/2015,25.29,7.74,8.26,100.97
05/31/2015,25.27,7.74,8.3,101.44
05/31/2015,25.34,7.81,8.52,104.2
05/31/2015,25.35,7.87,8.66,105.97
05/31/2015,25.32,7.83,8.57,104.79
05/31/2015,25.26,7.86,8.66,105.79
05/31/2015,25.23,7.89,8.72,106.41
05/31/2015,25.21,7.87,8.67,105.79
05/31/2015,25.16,7.83,8.53,103.95
05/31/2015,25.13,7.77,8.34,101.6
05/31/2015,25.04,7.8,8.42,102.5
05/31/2015,24.98,7.79,8.41,102.23
05/31/2015,24.86,7.79,8.41,101.94
05/31/2015,24.79,7.75,8.3,100.48
05/31/2015,24.59,7.7,8.12,97.99
05/31/2015,24.52,7.68,8.06,97.08
05/31/2015,24.54,7.69,8.08,97.42
05/31/2015,24.49,7.7,8.1,97.55
05/31/2015,24.42,7.68,8.04,96.69
05/31/2015,24.4,7.67,7.99,96.03
05/31/2015,24.36,7.67,7.98,95.91
05/31/2015,23.67,7.64,7.8,92.5
05/31/2015,23.6,7.66,7.85,92.96
05/31/2015,23.54,7.66,7.87,93.1
05/31/2015,23.52,7.67,7.9,93.46
05/31/2015,23.53,7.67,7.91,93.61
05/31/2015,23.53,7.66,7.85,92.85
05/31/2015,23.52,7.66,7.87,93.05
05/31/2015,23.52,7.64,7.76,91.82
05/31/2015,23.48,7.63,7.69,90.92
05/31/2015,23.45,7.62,7.69,90.85
05/31/2015,23.45,7.63,7.73,91.28
05/31/2015,23.41,7.62,7.68,90.68
05/31/2015,23.4,7.59,7.55,89.05
05/31/2015,23.38,7.57,7.41,87.44
05/31/2015,23.37,7.56,7.41,87.39
05/31/2015,23.36,7.58,7.47,88.1
05/31/2015,23.36,7.56,7.41,87.35
05/31/2015,23.32,7.58,7.46,87.87
06/01/2015,23.32,7.59,7.54,88.87
06/01/2015,23.28,7.57,7.41,87.28
06/01/2015,23.25,7.56,7.4,87.11
06/01/2015,23.21,7.56,7.37,86.69
06/01/2015,23.2,7.53,7.19,84.56
06/01/2015,23.2,7.53,7.23,84.98
06/01/2015,23.2,7.55,7.31,85.94
06/01/2015,23.19,7.52,7.13,83.78
06/01/2015,23.18,7.47,6.86,80.59
06/01/2015,23.15,7.51,7.08,83.16
06/01/2015,23.12,7.51,7.09,83.18
06/01/2015,23.11,7.52,7.2,84.48
06/01/2015,23.09,7.51,7.09,83.2
06/01/2015,23.06,7.49,6.97,81.73
06/01/2015,23.05,7.48,6.94,81.35
06/01/2015,23.03,7.49,6.97,81.68
06/01/2015,23.03,7.48,6.95,81.41
06/01/2015,23.01,7.49,7,81.96
06/01/2015,22.98,7.5,7.1,83.11
06/01/2015,22.97,7.49,7.03,82.22
06/01/2015,22.92,7.5,7.07,82.64
06/01/2015,22.9,7.49,7.02,82.1
06/01/2015,22.85,7.49,7.05,82.28
06/01/2015,22.79,7.5,7.1,82.81
06/01/2015,22.78,7.52,7.16,83.54
06/01/2015,22.78,7.54,7.27,84.71
06/01/2015,22.9,7.55,7.26,84.84
06/01/2015,22.89,7.54,7.23,84.51
06/01/2015,22.85,7.54,7.22,84.31
06/01/2015,22.81,7.54,7.2,84.03
06/01/2015,22.75,7.54,7.22,84.14
06/01/2015,22.75,7.53,7.17,83.56
06/01/2015,22.72,7.53,7.2,83.81
06/01/2015,22.71,7.53,7.18,83.62
06/01/2015,22.7,7.51,7.04,82.02
06/01/2015,22.66,7.49,6.88,79.99
06/01/2015,22.62,7.52,7.15,83.08
06/01/2015,22.59,7.52,7.12,82.78
06/01/2015,22.57,7.52,7.14,82.91
06/01/2015,22.55,7.52,7.1,82.45
06/01/2015,22.49,7.52,7.09,82.18
06/01/2015,22.46,7.52,7.1,82.27
06/01/2015,22.41,7.52,7.1,82.15
06/01/2015,22.42,7.51,7.07,81.9
06/01/2015,22.38,7.51,7.02,81.18
06/01/2015,22.38,7.5,6.98,80.75
06/01/2015,22.37,7.49,6.91,80
06/01/2015,22.35,7.47,6.79,78.49
06/01/2015,22.3,7.49,6.93,80.05
06/01/2015,22.34,7.51,7.02,81.21
06/01/2015,22.35,7.5,6.94,80.3
06/01/2015,22.33,7.49,6.94,80.22
06/01/2015,22.33,7.49,6.91,79.85
06/01/2015,22.34,7.48,6.84,79.07
06/01/2015,22.33,7.46,6.73,77.79
06/01/2015,22.3,7.48,6.85,79.13
06/01/2015,22.27,7.5,6.97,80.43
06/01/2015,22.24,7.48,6.85,79.07
06/01/2015,22.22,7.45,6.68,77.04
06/01/2015,22.18,7.46,6.72,77.49
06/01/2015,22.14,7.44,6.6,76.02
06/01/2015,22.04,7.48,6.86,78.83
06/01/2015,22.02,7.46,6.71,77.13
06/01/2015,21.95,7.48,6.86,78.76
06/01/2015,21.91,7.47,6.81,78.08
06/01/2015,21.86,7.48,6.92,79.32
06/01/2015,21.84,7.45,6.7,76.75
06/01/2015,21.75,7.49,6.97,79.63
06/01/2015,21.66,7.49,7.03,80.17
06/01/2015,21.69,7.49,7.03,80.33
06/01/2015,21.63,7.5,7.06,80.58
06/01/2015,21.64,7.5,7.05,80.45
06/01/2015,21.61,7.48,6.97,79.49
06/01/2015,21.6,7.47,6.92,78.92
06/01/2015,21.57,7.46,6.84,77.97
06/01/2015,21.55,7.47,6.86,78.17
06/01/2015,21.51,7.45,6.76,76.92
06/01/2015,21.45,7.46,6.81,77.39
06/01/2015,21.46,7.44,6.69,76.01
06/01/2015,21.43,7.44,6.66,75.67
06/01/2015,21.37,7.44,6.65,75.51
06/01/2015,21.32,7.42,6.61,74.89
06/01/2015,21.32,7.43,6.64,75.27
06/01/2015,21.3,7.41,6.51,73.73
06/01/2015,21.27,7.42,6.55,74.14
06/01/2015,21.25,7.41,6.54,74
06/01/2015,21.27,7.4,6.43,72.82
06/01/2015,21.23,7.4,6.42,72.68
06/01/2015,21.23,7.4,6.38,72.25
06/01/2015,21.21,7.39,6.35,71.8
06/01/2015,21.18,7.39,6.36,71.89
06/01/2015,21.17,7.38,6.27,70.91
06/01/2015,21.14,7.37,6.2,70.04
06/01/2015,21.08,7.38,6.26,70.66
06/01/2015,21.08,7.38,6.26,70.66
06/01/2015,21.05,7.38,6.23,70.29
06/02/2015,21.02,7.39,6.31,71.08
06/02/2015,21.01,7.38,6.22,70.11
06/02/2015,21.03,7.38,6.27,70.65
05/31/2015,24.31,7.66,7.93,95.24
05/31/2015,24.24,7.65,7.88,94.51
05/31/2015,24.14,7.64,7.83,93.72
05/31/2015,24.07,7.65,7.89,94.25
05/31/2015,24.02,7.65,7.86,93.86
05/31/2015,24.03,7.61,7.71,92.02
05/31/2015,23.97,7.61,7.69,91.69
05/31/2015,23.8,7.64,7.8,92.7
06/02/2015,21.01,7.39,6.3,70.98
06/02/2015,21.01,7.4,6.37,71.73
06/02/2015,20.97,7.4,6.41,72.19
06/02/2015,20.95,7.4,6.4,72
06/02/2015,20.94,7.4,6.37,71.68
06/02/2015,20.93,7.4,6.39,71.94
06/02/2015,20.92,7.4,6.38,71.81
06/02/2015,20.91,7.4,6.37,71.67
06/02/2015,20.88,7.4,6.38,71.74
06/02/2015,20.81,7.4,6.4,71.8
06/02/2015,20.83,7.38,6.26,70.35
06/02/2015,20.82,7.4,6.4,71.87
06/02/2015,20.79,7.4,6.37,71.51
06/02/2015,20.78,7.39,6.29,70.6
06/02/2015,21.02,7.43,6.57,74.06
06/02/2015,21.16,7.42,6.51,73.61
06/02/2015,21.12,7.41,6.47,73.12
06/02/2015,21.08,7.41,6.47,72.98
06/02/2015,21.04,7.41,6.45,72.75
06/02/2015,21.03,7.4,6.42,72.36
06/02/2015,21.04,7.4,6.42,72.41
06/02/2015,21.03,7.4,6.42,72.37
06/02/2015,21.01,7.4,6.42,72.4
06/02/2015,20.97,7.4,6.42,72.28
06/02/2015,20.97,7.4,6.42,72.32
06/02/2015,20.95,7.4,6.4,72.03
06/02/2015,20.93,7.4,6.42,72.18
06/02/2015,20.89,7.4,6.42,72.21
06/02/2015,20.85,7.4,6.45,72.45
06/02/2015,20.84,7.4,6.42,72.11
06/02/2015,20.82,7.4,6.4,71.85
06/02/2015,20.67,7.39,6.39,71.47
06/02/2015,20.66,7.4,6.46,72.24
06/02/2015,20.62,7.41,6.48,72.44
06/02/2015,20.58,7.41,6.5,72.62
06/02/2015,20.58,7.41,6.51,72.7
06/02/2015,20.53,7.41,6.52,72.73
06/02/2015,20.52,7.41,6.51,72.6
06/02/2015,20.48,7.41,6.5,72.49
06/02/2015,20.46,7.41,6.49,72.33
06/02/2015,20.44,7.4,6.39,71.21
06/02/2015,20.42,7.4,6.42,71.51
06/02/2015,20.36,7.4,6.44,71.66
06/02/2015,20.37,7.39,6.35,70.68
06/02/2015,20.37,7.39,6.31,70.19
06/02/2015,20.36,7.37,6.2,68.96
06/02/2015,20.37,7.37,6.13,68.22
06/02/2015,20.35,7.37,6.19,68.81
06/02/2015,20.32,7.39,6.31,70.09
06/02/2015,20.31,7.4,6.41,71.29
06/02/2015,20.29,7.41,6.48,71.98
06/02/2015,20.29,7.4,6.45,71.64
06/02/2015,20.26,7.41,6.52,72.35
06/02/2015,20.26,7.41,6.49,72.05
06/02/2015,20.26,7.41,6.5,72.18
06/02/2015,20.23,7.41,6.5,72.1
06/02/2015,20.24,7.41,6.51,72.2
06/02/2015,20.26,7.41,6.5,72.21
06/02/2015,20.27,7.41,6.49,72.12
06/02/2015,20.27,7.4,6.46,71.72
06/02/2015,20.25,7.38,6.25,69.36
06/02/2015,20.22,7.4,6.4,70.96
06/02/2015,20.23,7.39,6.32,70.18
06/02/2015,20.22,7.39,6.28,69.7
06/02/2015,20.19,7.4,6.4,70.94
06/02/2015,20.19,7.39,6.35,70.36
06/02/2015,20.18,7.4,6.38,70.72
06/02/2015,20.16,7.39,6.3,69.82
06/02/2015,20.15,7.39,6.32,70
06/02/2015,20.13,7.38,6.27,69.44
06/02/2015,20.18,7.39,6.35,70.42
06/02/2015,20.22,7.39,6.41,71.17
06/02/2015,20.24,7.38,6.42,71.22
06/02/2015,20.22,7.38,6.43,71.29
06/02/2015,20.22,7.38,6.4,71.04
06/02/2015,20.2,7.38,6.39,70.89
06/02/2015,20.24,7.37,6.37,70.69
06/02/2015,20.24,7.37,6.34,70.41
06/02/2015,20.26,7.37,6.33,70.31
06/02/2015,20.22,7.37,6.33,70.22
06/02/2015,20.23,7.37,6.31,70.05
06/02/2015,20.22,7.37,6.3,69.88
06/02/2015,20.22,7.36,6.27,69.6
06/02/2015,20.18,7.36,6.27,69.49
06/02/2015,20.18,7.36,6.25,69.23
06/02/2015,20.15,7.36,6.25,69.26
06/02/2015,20.13,7.36,6.25,69.23
06/02/2015,20.12,7.36,6.24,69.1
06/02/2015,20.09,7.36,6.22,68.84
06/02/2015,20.11,7.36,6.2,68.67
06/02/2015,20.08,7.36,6.21,68.72
06/02/2015,20.1,7.36,6.22,68.85
06/02/2015,20.12,7.36,6.25,69.24
06/03/2015,20.12,7.36,6.24,69.12
06/03/2015,20.12,7.36,6.23,68.94
06/03/2015,20.1,7.36,6.21,68.76
06/03/2015,20.09,7.36,6.2,68.57
06/03/2015,20.05,7.36,6.2,68.53
06/03/2015,20.09,7.36,6.18,68.37
06/03/2015,20.1,7.36,6.16,68.22
06/03/2015,20.1,7.35,6.17,68.27
06/03/2015,20.07,7.35,6.16,68.14
06/03/2015,20.06,7.36,6.16,68.12
06/03/2015,20.04,7.35,6.16,68.07
06/03/2015,20.04,7.35,6.15,68.03
06/03/2015,20.08,7.35,6.14,67.94
